image_path,target_text
logos/3.png,BLIND GUARDIAN
logos/7.png,ENTOMBED
logos/8.png,DARK TRANQUILLITY
logos/11.png,IN FLAMES
logos/13.png,SPIRITUAL BEGGARS
logos/14.png,CARCASS
logos/24.jpg,CRADLE OF FILTH
logos/26.png,SOILWORK
logos/27.jpg,ANDROMEDA
logos/28.jpg,ANCIENT RITES
logos/29.jpg,SUMMONING
logos/30.png,EMPEROR
logos/31.png,SAMAEL
logos/32.jpg,RHAPSODY OF FIRE
logos/33.jpg,EXCELSIS
logos/34.png,CANDLEMASS
logos/35.png,SAINT VITUS
logos/47.jpg,HAMMERS OF MISFORTUNE
logos/50.jpg,SOLEFALD
logos/57.jpg,BORISLAV MITIC
logos/58.jpg,SKYCLAD
logos/60.png,NEUROSIS
logos/61.png,MOONSPELL
logos/63.jpg,HAGGARD
logos/64.jpg,DRAGONLORD
logos/68.jpg,MORBID ANGEL
logos/69.jpg,DIMMU BORGIR
logos/70.png,TESTAMENT
logos/72.png,SLAYER
logos/76.jpg,SOILENT GREEN
logos/78.jpg,SEPULTURA
logos/79.jpg,ORIGIN
logos/82.jpg,ANACRUSIS
logos/86.jpg,CRUACHAN
logos/87.jpg,WAYLANDER
logos/89.jpg,MOONSORROW
logos/94.jpg,THERION
logos/95.jpg,FINNTROLL
logos/100.jpg,DIABLERIE
logos/104.jpg,ENSLAVED
logos/105.jpg,VIRGIN STEELE
logos/109.png,MEGIDDO
logos/117.jpg,CORONER
logos/120.png,SACRED REICH
logos/121.jpg,NUCLEAR ASSAULT
logos/122.jpg,DISMEMBER
logos/128.png,VENOM
logos/129.jpg,STORMLORD
logos/130.jpg,SWORD
logos/131.gif,HATE ETERNAL
logos/134.png,DARK LUNACY
logos/135.jpg,DEFLESHED
logos/139.png,NILE
logos/140.jpg,ANNIHILATOR
logos/142.jpg,HELSTAR
logos/143.gif,EXHUMED
logos/145.jpg,VADER
logos/146.jpg,DARKTHRONE
logos/150.png,AMON AMARTH
logos/151.png,MY DYING BRIDE
logos/153.png,SACRED STEEL
logos/155.jpg,DESTRUCTION
logos/157.png,KREATOR
logos/165.jpg,OBITUARY
logos/166.jpg,KAMELOT
logos/167.jpg,MACABRE
logos/168.png,OVERKILL
logos/169.jpg,ANTHRAX
logos/172.png,SYMPHONY X
logos/173.jpg,EXODUS
logos/175.png,MALEVOLENT CREATION
logos/179.jpg,DEATH ANGEL
logos/182.jpg,MERCYFUL FATE
logos/186.png,CANNIBAL CORPSE
logos/187.png,PSYCROPTIC
logos/189.png,FEAR FACTORY
logos/192.jpg,SONATA ARCTICA
logos/195.png,OZZY OSBOURNE
logos/197.gif,KRISIUN
logos/198.jpg,ACCEPT
logos/201.jpg,HAMMERFALL
logos/206.jpg,SEVERED SAVIOR
logos/213.jpg,ABORTED
logos/216.jpg,STRATOVARIUS
logos/218.png,WITCHERY
logos/219.png,NAPALM DEATH
logos/221.jpg,GAMMA RAY
logos/223.jpg,DESTROYER
logos/224.jpg,ABLAZE MY SORROW
logos/226.gif,OPPROBRIUM
logos/227.png,VINTERSORG
logos/231.png,AND OCEANS
logos/235.jpg,CROWBAR
logos/238.jpg,PESTILENCE
logos/239.jpg,DISAVOWED
logos/240.jpg,SEVERE TORTURE
logos/241.jpg,BRODEQUIN
logos/242.jpg,GOD DETHRONED
logos/243.jpg,DIMENSION ZERO
logos/244.gif,WITCHBURNER
logos/245.jpg,BLACK LABEL SOCIETY
logos/246.jpg,CORROSION OF CONFORMITY
logos/247.jpg,CARNAL FORGE
logos/248.jpg,OVERDOSE
logos/250.jpg,DEMILICH
logos/252.jpg,ALTAR
logos/253.jpg,IMAGIKA
logos/254.jpg,BREAKER
logos/255.jpg,KING DIAMOND
logos/258.png,KRABATHOR
logos/260.jpg,NOCTURNAL RITES
logos/262.gif,GALGERAS
logos/267.jpg,SCANNER
logos/268.png,PENTAGRAM
logos/270.jpg,GRAND BELIALS KEY
logos/271.gif,PARADOX
logos/277.jpg,DESASTER
logos/280.jpg,ARMORED SAINT
logos/281.jpg,MASSACRE
logos/286.png,DANZIG
logos/288.png,NOVEMBERS DOOM
logos/292.png,ARCTURUS
logos/293.jpg,THANATOS
logos/297.png,MAJESTY
logos/303.jpg,OBSCENITY
logos/304.jpg,ATHEIST
logos/306.jpg,RUNNING WILD
logos/314.png,ROTTING CHRIST
logos/315.jpg,RAZOR
logos/317.gif,STEEL PROPHET
logos/318.jpg,PROSTITUTE DISFIGUREMENT
logos/319.jpg,VOMITORY
logos/321.jpg,ROB ROCK
logos/322.jpg,VOMIT REMNANTS
logos/327.jpg,AEON
logos/329.png,IRON SAVIOR
logos/331.jpg,AVANTASIA
logos/332.jpg,ENSIFERUM
logos/333.gif,ETERNAL TEARS OF SORROW
logos/335.jpg,MACHINE HEAD
logos/340.jpg,QUEENSRYCHE
logos/341.jpg,SATYRICON
logos/342.jpg,U D O
logos/343.jpg,SANCTUARY
logos/344.jpg,IMPALED NAZARENE
logos/346.jpg,SOILS OF FATE
logos/347.jpg,SECT OF EXECRATION
logos/348.png,BEHERIT
logos/353.jpg,ESOTERIC
logos/359.png,UNLEASHED
logos/365.jpeg,PARAGON
logos/367.jpg,DIABOLICAL
logos/370.png,TAAKE
logos/371.jpg,METAL CHURCH
logos/378.jpg,HEATHEN
logos/389.jpg,LIQUID TENSION EXPERIMENT
logos/392.png,IN THE WOODS
logos/393.jpg,TROUBLE
logos/397.jpg,ALASTOR
logos/401.png,DIAMOND HEAD
logos/404.jpg,MONTREAL
logos/405.gif,PROFANITY
logos/408.jpg,HERETIC
logos/412.jpg,AGATHODAIMON
logos/413.jpg,AISLING
logos/419.jpg,SODOM
logos/420.jpg,AURORA BOREALIS
logos/421.jpg,CRYSTAL EYES
logos/427.jpg,DEVIL LEE ROT
logos/437.jpg,OBLIVEON
logos/442.jpg,PENTACLE
logos/443.png,PENTAGRAM
logos/444.jpg,POWER CRUE
logos/446.jpg,POWERS COURT
logos/447.jpg,PROTOTYPE
logos/451.jpg,PANDEMIA
logos/453.jpg,OCTOBER
logos/454.jpg,HOUWITSER
logos/456.jpg,RUNEMAGICK
logos/458.jpg,REVEREND
logos/462.jpeg,SACRIFICE
logos/463.jpg,SACROSANCT
logos/464.jpg,AGIEL
logos/465.gif,SALEM
logos/466.jpg,SARATOGA
logos/469.jpg,SETH
logos/471.jpg,MENTAL HOME
logos/472.jpg,SEASONS OF THE WOLF
logos/480.gif,SKULLVIEW
logos/484.jpg,SABATON
logos/487.jpg,SUIDAKRA
logos/494.jpg,TYRANT
logos/497.jpg,AGRESSOR
logos/498.jpg,URGRUND
logos/500.png,URN
logos/502.jpg,BLACK ABYSS
logos/504.jpg,BENEDICTION
logos/509.jpg,BLOOD FEAST
logos/514.jpg,BLACK STEEL
logos/515.png,WOLVERINE
logos/517.jpg,ACID DEATH
logos/519.jpg,ACID KING
logos/521.png,ACID REIGN
logos/529.jpg,AGENT STEEL
logos/535.jpg,TANKARD
logos/537.jpg,ANGEL WITCH
logos/538.png,ANGRA
logos/544.jpg,W A S P
logos/547.png,PAIN OF SALVATION
logos/548.jpg,JAG PANZER
logos/550.jpg,TREN LOCO
logos/555.jpg,KRUGER
logos/557.jpg,CATAMENIA
logos/561.jpg,CIRITH UNGOL
logos/562.jpg,JACOBS DREAM
logos/565.jpg,CUSTARD
logos/569.jpg,DAWNBRINGER
logos/578.jpg,DETRITUS
logos/580.png,SABBAT
logos/584.jpg,EMINENZ
logos/591.jpg,ELDRITCH
logos/593.jpg,MORRIGAN
logos/596.jpg,ANAEL
logos/601.gif,REBAELLIUN
logos/602.jpg,MYSTIFIER
logos/603.jpg,FREEDOM CALL
logos/604.jpg,FATES WARNING
logos/612.jpg,SUNN O
logos/613.jpg,INTO ETERNITY
logos/615.jpg,DENATA
logos/618.jpg,NAGLFAR
logos/621.jpg,FLOTSAM AND JETSAM
logos/626.jpg,SAXON
logos/629.jpg,BORKNAGAR
logos/633.jpg,CENTINEX
logos/639.jpg,ARTENSION
logos/641.png,ASPHYX
logos/642.jpg,ASSASSIN
logos/644.jpg,ATOMKRAFT
logos/645.jpg,ATTACKER
logos/646.jpg,ATROCITY
logos/666.jpg,BLACK JESTER
logos/669.jpg,DARK FUNERAL
logos/670.jpg,PORTAL
logos/671.jpg,GHOUL
logos/678.jpg,VICIOUS RUMORS
logos/681.jpg,BLASPHEME
logos/685.jpg,BLITZKRIEG
logos/688.jpg,ABHORRENCE
logos/690.jpg,THE BRONX CASKET CO
logos/692.jpg,CADAVER
logos/695.jpg,CANCER
logos/697.jpg,IVORY TOWER
logos/699.png,DEVISER
logos/701.png,MEKONG DELTA
logos/702.jpg,KALMAH
logos/703.png,SHADOWS FALL
logos/710.png,MISANTHROPE
logos/712.jpg,MOB RULES
logos/714.jpg,MUTILATOR
logos/715.jpg,MY DARKEST HATE
logos/717.png,THY SERPENT
logos/722.jpg,VIRUS
logos/726.jpg,VEXED
logos/732.gif,UNPURE
logos/734.jpg,DOOMSWORD
logos/736.jpg,MAPLE CROSS
